PID,Archive
P104454,domesticated animal
P104515,domesticated animal
P104522,domesticated animal
P104524,domesticated animal
P104526,domesticated animal
P104533,domesticated animal
P104542,domesticated animal
P104577,domesticated animal
P104578,domesticated animal
P104579,domesticated animal
P104587,domesticated animal
P104593,domesticated animal
P104615,domesticated animal
P104626,domesticated animal
P104631,domesticated animal
P104638,domesticated animal
P104639,domesticated animal
P104682,domesticated animal
P104695,domesticated animal
P104703,domesticated animal
P104776,domesticated animal
P104785,domesticated animal
P104786,domesticated animal
P104792,domesticated animal
P105223,domesticated animal
P105227,domesticated animal
P105228,domesticated animal
P105229,domesticated animal
P105237,domesticated animal
P105780,domesticated animal
P105830,domesticated animal
P105885,domesticated animal
P105891,domesticated animal
P105901,domesticated animal
P105902,domesticated animal
P105908,domesticated animal
P105946,domesticated animal
P105954,domesticated animal
P105964,domesticated animal
P105968,domesticated animal
P105978,domesticated animal
P105981,domesticated animal
P105994,domesticated animal
P106014,domesticated animal
P106031,domesticated animal
P106089,domesticated animal
P106104,domesticated animal
P106120,domesticated animal
P106123,domesticated animal
P106132,domesticated animal
P106135,domesticated animal
P106149,domesticated animal
P106151,domesticated animal
P106160,domesticated animal
P106161,domesticated animal
P106162,domesticated animal
P106165,domesticated animal
P106167,domesticated animal
P106181,domesticated animal
P106184,domesticated animal
P106185,domesticated animal
P106187,domesticated animal
P106189,domesticated animal
P106190,domesticated animal
P106191,domesticated animal
P106193,domesticated animal
P106194,domesticated animal
P106198,domesticated animal
P106199,domesticated animal
P106200,domesticated animal
P106202,domesticated animal
P106214,domesticated animal
P106215,domesticated animal
P106219,domesticated animal
P106223,domesticated animal
P106228,domesticated animal
P106229,domesticated animal
P106232,domesticated animal
P106233,domesticated animal
P106236,domesticated animal
P106261,domesticated animal
P106270,domesticated animal
P106272,domesticated animal
P106280,domesticated animal
P106282,domesticated animal
P106290,domesticated animal
P106305,domesticated animal
P106310,domesticated animal
P106330,domesticated animal
P106348,domesticated animal
P106370,domesticated animal
P106381,domesticated animal
P106386,domesticated animal
P106400,domesticated animal
P106403,domesticated animal
P106434,domesticated animal
P106454,domesticated animal
P106547,domesticated animal
P106856,domesticated animal
P106862,domesticated animal
P107241,domesticated animal
P107248,domesticated animal
P107251,domesticated animal
P107257,domesticated animal
P107274,domesticated animal
P107275,domesticated animal
P107277,domesticated animal
P107278,domesticated animal
P107279,domesticated animal
P430296,domesticated animal
P107352,domesticated animal
P107356,domesticated animal
P107357,domesticated animal
P107365,domesticated animal
P107374,domesticated animal
P107378,domesticated animal
P107644,domesticated animal
P107678,domesticated animal
P107737,domesticated animal
P107742,domesticated animal
P107753,domesticated animal
P107823,domesticated animal
P107855,domesticated animal
P107866,domesticated animal
P107869,domesticated animal
P107897,domesticated animal
P107898,domesticated animal
P107899,domesticated animal
P107910,domesticated animal
P107913,domesticated animal
P107926,domesticated animal
P107945,domesticated animal
P107956,domesticated animal
P107962,domesticated animal
P107965,domesticated animal
P107969,domesticated animal
P107971,domesticated animal
P107980,domesticated animal
P107989,domesticated animal
P108017,domesticated animal
P108031,domesticated animal
P108032,domesticated animal
P108033,domesticated animal
P108034,domesticated animal
P108035,domesticated animal
P108036,domesticated animal
P108669,domesticated animal
P108683,domesticated animal
P108689,domesticated animal
P108695,domesticated animal
P108706,domesticated animal
P108713,domesticated animal
P470071,domesticated animal
P109282,domesticated animal
P109329,domesticated animal
P109482,domesticated animal
P109497,domesticated animal
P109501,domesticated animal
P109514,domesticated animal
P109584,domesticated animal
P109591,domesticated animal
P109661,domesticated animal
P109678,domesticated animal
P109760,domesticated animal
P109771,domesticated animal
P109780,domesticated animal
P110478,domesticated animal
P111772,domesticated animal
P111895,domesticated animal
P111933,domesticated animal
P111986,domesticated animal
P111990,domesticated animal
P111998,domesticated animal
P112068,domesticated animal
P112093,domesticated animal
P112264,domesticated animal
P112336,domesticated animal
P112342,domesticated animal
P112423,domesticated animal
P112432,domesticated animal
P112460,domesticated animal
P112480,domesticated animal
P112533,domesticated animal
P112538,domesticated animal
P112798,domesticated animal
P112799,domesticated animal
P112839,domesticated animal
P112974,domesticated animal
P113146,domesticated animal
P113147,domesticated animal
P113204,domesticated animal
P113295,domesticated animal
P113437,domesticated animal
P113640,domesticated animal
P113733,domesticated animal
P113794,domesticated animal
P113799,domesticated animal
P113800,domesticated animal
P113803,domesticated animal
P113804,domesticated animal
P113819,domesticated animal
P113820,domesticated animal
P113834,domesticated animal
P113851,domesticated animal
P113853,domesticated animal
P113854,domesticated animal
P113858,domesticated animal
P113859,domesticated animal
P113864,domesticated animal
P113867,domesticated animal
P113868,domesticated animal
P113918,domesticated animal
P113920,domesticated animal
P114127,domesticated animal
P114330,domesticated animal
P114339,domesticated animal
P114344,domesticated animal
P114346,domesticated animal
P114355,domesticated animal
P115400,domesticated animal
P115404,domesticated animal
P115415,domesticated animal
P115421,domesticated animal
P115425,domesticated animal
P115426,domesticated animal
P115486,domesticated animal
P115536,domesticated animal
P115588,domesticated animal
P115642,domesticated animal
P115736,domesticated animal
P115737,domesticated animal
P115749,domesticated animal
P115767,domesticated animal
P115817,domesticated animal
P115964,domesticated animal
P115999,domesticated animal
P116012,domesticated animal
P116171,domesticated animal
P116172,domesticated animal
P116186,domesticated animal
P116218,domesticated animal
P116221,domesticated animal
P116237,domesticated animal
P116239,domesticated animal
P116259,domesticated animal
P116800,domesticated animal
P116801,domesticated animal
P116802,domesticated animal
P116803,domesticated animal
P116890,domesticated animal
P116976,domesticated animal
P117139,domesticated animal
P117283,domesticated animal
P117316,domesticated animal
P117321,domesticated animal
P117332,domesticated animal
P117339,domesticated animal
P117416,domesticated animal
P117418,domesticated animal
P117431,domesticated animal
P117495,domesticated animal
P117499,domesticated animal
P117513,domesticated animal
P117608,domesticated animal
P118313,domesticated animal
P118317,domesticated animal
P118348,domesticated animal
P118361,domesticated animal
P118395,domesticated animal
P118399,domesticated animal
P118410,domesticated animal
P118415,domesticated animal
P118417,domesticated animal
P118423,domesticated animal
P118457,domesticated animal
P118504,domesticated animal
P118510,domesticated animal
P118519,domesticated animal
P118549,domesticated animal
P118586,domesticated animal
P118605,domesticated animal
P118608,domesticated animal
P118623,domesticated animal
P118641,domesticated animal
P118642,domesticated animal
P119957,domesticated animal
P120049,domesticated animal
P120690,domesticated animal
P121688,domesticated animal
P122155,domesticated animal
P122175,domesticated animal
P122189,domesticated animal
P122195,domesticated animal
P122201,domesticated animal
P122210,domesticated animal
P122537,domesticated animal
P122661,domesticated animal
P122749,domesticated animal
P122752,domesticated animal
P122784,domesticated animal
P122787,domesticated animal
P122878,domesticated animal
P122891,domesticated animal
P122910,domesticated animal
P134913,domesticated animal
P303387,domesticated animal
P303629,domesticated animal
P331997,domesticated animal
P332001,domesticated animal
P332002,domesticated animal
P332003,domesticated animal
P332004,domesticated animal
P332005,domesticated animal
P332006,domesticated animal
P332007,domesticated animal
P332008,domesticated animal
P332010,domesticated animal
P332012,domesticated animal
P332015,domesticated animal
P332018,domesticated animal
P332019,domesticated animal
P332021,domesticated animal
P332023,domesticated animal
P332025,domesticated animal
P332528,domesticated animal
P332532,domesticated animal
P332537,domesticated animal
P332538,domesticated animal
P458112,domesticated animal
P123331,domesticated animal
P123332,domesticated animal
P123336,domesticated animal
P123340,domesticated animal
P123345,domesticated animal
P123361,domesticated animal
P123378,domesticated animal
P123379,domesticated animal
P123597,domesticated animal
P123635,domesticated animal
P123651,domesticated animal
P123668,domesticated animal
P123692,domesticated animal
P123725,domesticated animal
P123730,domesticated animal
P123757,domesticated animal
P123809,domesticated animal
P123829,domesticated animal
P123857,domesticated animal
P123928,domesticated animal
P123952,domesticated animal
P123962,domesticated animal
P123990,domesticated animal
P124036,domesticated animal
P124081,domesticated animal
P124100,domesticated animal
P124213,domesticated animal
P124225,domesticated animal
P124228,domesticated animal
P124229,domesticated animal
P124316,domesticated animal
P124325,domesticated animal
P124330,domesticated animal
P124331,domesticated animal
P124375,domesticated animal
P124400,domesticated animal
P124403,domesticated animal
P124408,domesticated animal
P124412,domesticated animal
P124414,domesticated animal
P124415,domesticated animal
P124418,domesticated animal
P124547,domesticated animal
P124579,domesticated animal
P124580,domesticated animal
P124581,domesticated animal
P124582,domesticated animal
P124583,domesticated animal
P124584,domesticated animal
P124585,domesticated animal
P124586,domesticated animal
P124591,domesticated animal
P124616,domesticated animal
P124619,domesticated animal
P124647,domesticated animal
P124651,domesticated animal
P124656,domesticated animal
P124660,domesticated animal
P124799,domesticated animal
P124933,domesticated animal
P124940,domesticated animal
P124942,domesticated animal
P124943,domesticated animal
P125017,domesticated animal
P125023,domesticated animal
P125028,domesticated animal
P125036,domesticated animal
P125037,domesticated animal
P125051,domesticated animal
P125061,domesticated animal
P125063,domesticated animal
P125070,domesticated animal
P125071,domesticated animal
P125080,domesticated animal
P125374,domesticated animal
P108708,domesticated animal
P125419,domesticated animal
P125440,domesticated animal
P125492,domesticated animal
P125503,domesticated animal
P125510,domesticated animal
P125521,domesticated animal
P125565,domesticated animal
P125591,domesticated animal
P125594,domesticated animal
P125615,domesticated animal
P125623,domesticated animal
P125637,domesticated animal
P125656,domesticated animal
P125665,domesticated animal
P125673,domesticated animal
P125676,domesticated animal
P125681,domesticated animal
P125688,domesticated animal
P125690,domesticated animal
P125730,domesticated animal
P125741,domesticated animal
P125754,domesticated animal
P125774,domesticated animal
P125783,domesticated animal
P125785,domesticated animal
P125787,domesticated animal
P125788,domesticated animal
P125792,domesticated animal
P125801,domesticated animal
P125807,domesticated animal
P125808,domesticated animal
P125809,domesticated animal
P125810,domesticated animal
P125811,domesticated animal
P125853,domesticated animal
P125887,domesticated animal
P125911,domesticated animal
P125917,domesticated animal
P125919,domesticated animal
P125933,domesticated animal
P125935,domesticated animal
P125968,domesticated animal
P125972,domesticated animal
P125978,domesticated animal
P126042,domesticated animal
P126055,domesticated animal
P126069,domesticated animal
P126108,domesticated animal
P126150,domesticated animal
P126166,domesticated animal
P126178,domesticated animal
P126229,domesticated animal
P126258,domesticated animal
P126263,domesticated animal
P126277,domesticated animal
P126283,domesticated animal
P126286,domesticated animal
P126287,domesticated animal
P126291,domesticated animal
P126294,domesticated animal
P126295,domesticated animal
P126299,domesticated animal
P126301,domesticated animal
P126309,domesticated animal
P126324,domesticated animal
P126326,domesticated animal
P126388,domesticated animal
P126391,domesticated animal
P126407,domesticated animal
P126410,domesticated animal
P126416,domesticated animal
P126434,domesticated animal
P126438,domesticated animal
P126476,domesticated animal
P126477,domesticated animal
P126479,domesticated animal
P126481,domesticated animal
P126491,domesticated animal
P126509,domesticated animal
P126511,domesticated animal
P126512,domesticated animal
P126513,domesticated animal
P126523,domesticated animal
P126544,domesticated animal
P126551,domesticated animal
P126556,domesticated animal
P126562,domesticated animal
P126573,domesticated animal
P126577,domesticated animal
P126587,domesticated animal
P126603,domesticated animal
P126606,domesticated animal
P126612,domesticated animal
P126615,domesticated animal
P126621,domesticated animal
P126628,domesticated animal
P126635,domesticated animal
P126643,domesticated animal
P126647,domesticated animal
P126648,domesticated animal
P126649,domesticated animal
P126665,domesticated animal
P126673,domesticated animal
P126679,domesticated animal
P126683,domesticated animal
P126708,domesticated animal
P126728,domesticated animal
P126729,domesticated animal
P126740,domesticated animal
P126757,domesticated animal
P126769,domesticated animal
P126816,domesticated animal
P126818,domesticated animal
P127101,domesticated animal
P127253,domesticated animal
P127307,domesticated animal
P127308,domesticated animal
P127309,domesticated animal
P127328,domesticated animal
P127329,domesticated animal
P127330,domesticated animal
P127336,domesticated animal
P127341,domesticated animal
P127342,domesticated animal
P127349,domesticated animal
P127350,domesticated animal
P127381,domesticated animal
P127382,domesticated animal
P127386,domesticated animal
P127387,domesticated animal
P127390,domesticated animal
P127391,domesticated animal
P127393,domesticated animal
P127394,domesticated animal
P127396,domesticated animal
P127398,domesticated animal
P127399,domesticated animal
P127400,domesticated animal
P127401,domesticated animal
P127405,domesticated animal
P127406,domesticated animal
P127408,domesticated animal
P127409,domesticated animal
P127410,domesticated animal
P127412,domesticated animal
P127413,domesticated animal
P127414,domesticated animal
P127415,domesticated animal
P127416,domesticated animal
P127417,domesticated animal
P127418,domesticated animal
P127419,domesticated animal
P127423,domesticated animal
P127424,domesticated animal
P127426,domesticated animal
P127427,domesticated animal
P127428,domesticated animal
P127429,domesticated animal
P127431,domesticated animal
P127432,domesticated animal
P127433,domesticated animal
P127434,domesticated animal
P127435,domesticated animal
P127438,domesticated animal
P127439,domesticated animal
P127454,domesticated animal
P127456,domesticated animal
P127457,domesticated animal
P127458,domesticated animal
P127460,domesticated animal
P127462,domesticated animal
P127474,domesticated animal
P127475,domesticated animal
P127476,domesticated animal
P127478,domesticated animal
P127479,domesticated animal
P127480,domesticated animal
P127481,domesticated animal
P127482,domesticated animal
P127483,domesticated animal
P127487,domesticated animal
P127516,domesticated animal
P127517,domesticated animal
P127518,domesticated animal
P127546,domesticated animal
P127560,domesticated animal
P127562,domesticated animal
P127571,domesticated animal
P127576,domesticated animal
P127580,domesticated animal
P127584,domesticated animal
P127662,domesticated animal
P127825,domesticated animal
P128028,domesticated animal
P128029,domesticated animal
P128056,domesticated animal
P128099,domesticated animal
P128103,domesticated animal
P128111,domesticated animal
P128128,domesticated animal
P128146,domesticated animal
P128159,domesticated animal
P128164,domesticated animal
P128174,domesticated animal
P128194,domesticated animal
P128199,domesticated animal
P128336,domesticated animal
P128337,domesticated animal
P128338,domesticated animal
P128356,domesticated animal
P128594,domesticated animal
P128604,domesticated animal
P128649,domesticated animal
P128784,domesticated animal
P128790,domesticated animal
P128807,domesticated animal
P128818,domesticated animal
P128891,domesticated animal
P128919,domesticated animal
P128946,domesticated animal
P128947,domesticated animal
P128950,domesticated animal
P129431,domesticated animal
P129538,domesticated animal
P129677,domesticated animal
P129732,domesticated animal
P129746,domesticated animal
P129750,domesticated animal
P129763,domesticated animal
P130410,domesticated animal
P130515,domesticated animal
P130519,domesticated animal
P130520,domesticated animal
P130530,domesticated animal
P130545,domesticated animal
P130759,domesticated animal
P130785,domesticated animal
P130883,domesticated animal
P130918,domesticated animal
P131065,domesticated animal
P131081,domesticated animal
P131083,domesticated animal
P131100,domesticated animal
P131102,domesticated animal
P131585,domesticated animal
P131601,domesticated animal
P131626,domesticated animal
P131630,domesticated animal
P131640,domesticated animal
P131665,domesticated animal
P131689,domesticated animal
P131711,domesticated animal
P131715,domesticated animal
P131727,domesticated animal
P131850,domesticated animal
P132013,domesticated animal
P132150,domesticated animal
P133841,domesticated animal
P133861,domesticated animal
P133907,domesticated animal
P133923,domesticated animal
P133926,domesticated animal
P133979,domesticated animal
P133980,domesticated animal
P133981,domesticated animal
P133995,domesticated animal
P134012,domesticated animal
P134053,domesticated animal
P134074,domesticated animal
P134112,domesticated animal
P134157,domesticated animal
P134164,domesticated animal
P134199,domesticated animal
P134290,domesticated animal
P134681,domesticated animal
P134733,domesticated animal
P134737,domesticated animal
P134738,domesticated animal
P134754,domesticated animal
P134780,domesticated animal
P134832,domesticated animal
P134851,domesticated animal
P134865,domesticated animal
P134893,domesticated animal
P134898,domesticated animal
P134965,domesticated animal
P135065,domesticated animal
P135071,domesticated animal
P135136,domesticated animal
P135137,domesticated animal
P135138,domesticated animal
P135140,domesticated animal
P135141,domesticated animal
P135142,domesticated animal
P135143,domesticated animal
P135145,domesticated animal
P135154,domesticated animal
P135156,domesticated animal
P135158,domesticated animal
P135166,domesticated animal
P135171,domesticated animal
P135188,domesticated animal
P136266,domesticated animal
P136289,domesticated animal
P136306,domesticated animal
P136312,domesticated animal
P142056,domesticated animal
P142302,domesticated animal
P142365,domesticated animal
P142417,domesticated animal
P142437,domesticated animal
P142570,domesticated animal
P142572,domesticated animal
P142573,domesticated animal
P142574,domesticated animal
P142785,domesticated animal
P142895,domesticated animal
P143064,domesticated animal
P143065,domesticated animal
P143146,domesticated animal
P143186,domesticated animal
P143393,domesticated animal
P143619,domesticated animal
P143695,domesticated animal
P143771,domesticated animal
P143845,domesticated animal
P143878,domesticated animal
P143897,domesticated animal
P143920,domesticated animal
P144045,domesticated animal
P144178,domesticated animal
P144260,domesticated animal
P144325,domesticated animal
P144363,domesticated animal
P144470,domesticated animal
P144527,domesticated animal
P144566,domesticated animal
P144756,domesticated animal
P145041,domesticated animal
P145054,domesticated animal
P145076,domesticated animal
P145083,domesticated animal
P145085,domesticated animal
P145102,domesticated animal
P145133,domesticated animal
P145137,domesticated animal
P145145,domesticated animal
P145149,domesticated animal
P145199,domesticated animal
P145406,domesticated animal
P145505,domesticated animal
P145508,domesticated animal
P145519,domesticated animal
P145795,domesticated animal
P145826,domesticated animal
P145834,domesticated animal
P200384,domesticated animal
P200512,domesticated animal
P200555,domesticated animal
P201017,domesticated animal
P201028,domesticated animal
P201039,domesticated animal
P201048,domesticated animal
P201060,domesticated animal
P201062,domesticated animal
P201082,domesticated animal
P201113,domesticated animal
P201123,domesticated animal
P201157,domesticated animal
P201158,domesticated animal
P201175,domesticated animal
P201298,domesticated animal
P201329,domesticated animal
P201330,domesticated animal
P201336,domesticated animal
P201455,domesticated animal
P202367,domesticated animal
P209808,domesticated animal
P209864,domesticated animal
P210019,domesticated animal
P210088,domesticated animal
P210098,domesticated animal
P210110,domesticated animal
P210120,domesticated animal
P210316,domesticated animal
P210323,domesticated animal
P210348,domesticated animal
P210382,domesticated animal
P210426,domesticated animal
P210510,domesticated animal
P211026,domesticated animal
P211326,domesticated animal
P211335,domesticated animal
P211361,domesticated animal
P211645,domesticated animal
P218051,domesticated animal
P218144,domesticated animal
P218181,domesticated animal
P218210,domesticated animal
P218244,domesticated animal
P234912,domesticated animal
P235034,domesticated animal
P235076,domesticated animal
P235077,domesticated animal
P235215,domesticated animal
P235233,domesticated animal
P235325,domesticated animal
P235330,domesticated animal
P430346,domesticated animal
P430349,domesticated animal
P235451,domesticated animal
P248783,domesticated animal
P272560,domesticated animal
P289815,domesticated animal
P290249,domesticated animal
P290366,domesticated animal
P291724,domesticated animal
P291882,domesticated animal
P292150,domesticated animal
P292359,domesticated animal
P292463,domesticated animal
P292611,domesticated animal
P293347,domesticated animal
P301693,domesticated animal
P296877,domesticated animal
P299618,domesticated animal
P430111,domesticated animal
P301099,domesticated animal
P430116,domesticated animal
P301110,domesticated animal
P303356,domesticated animal
P303406,domesticated animal
P303411,domesticated animal
P303429,domesticated animal
P303438,domesticated animal
P303439,domesticated animal
P303458,domesticated animal
P303477,domesticated animal
P303614,domesticated animal
P303677,domesticated animal
P303796,domesticated animal
P320488,domesticated animal
P320527,domesticated animal
P320535,domesticated animal
P320551,domesticated animal
P320561,domesticated animal
P320905,domesticated animal
P332056,domesticated animal
P332078,domesticated animal
P332121,domesticated animal
P332152,domesticated animal
P332198,domesticated animal
P332290,domesticated animal
P332508,domesticated animal
P340512,domesticated animal
P340514,domesticated animal
P340515,domesticated animal
P341904,domesticated animal
P341933,domesticated animal
P341999,domesticated animal
P375564,domesticated animal
P375568,domesticated animal
P375569,domesticated animal
P382201,domesticated animal
P382206,domesticated animal
P382218,domesticated animal
P384801,domesticated animal
P384807,domesticated animal
P390887,domesticated animal
P390923,domesticated animal
P390990,domesticated animal
P390995,domesticated animal
P392043,domesticated animal
P393069,domesticated animal
P411980,domesticated animal
P412461,domesticated animal
P414518,domesticated animal
P416201,domesticated animal
P416202,domesticated animal
P416406,domesticated animal
P429725,domesticated animal
P452972,domesticated animal
P459158,domesticated animal
P464303,domesticated animal
P467619,domesticated animal
P433575,domesticated animal
P332355,domesticated animal
P332367,domesticated animal
P332372,domesticated animal
P332382,domesticated animal
P332389,domesticated animal
P332390,domesticated animal
P332391,domesticated animal
P332399,domesticated animal
P467669,domesticated animal
P467673,domesticated animal
P414546,domesticated animal
P416523,domesticated animal
P406816,domesticated animal
P406832,domesticated animal
P406872,domesticated animal
P407114,domesticated animal
P407243,domesticated animal
P272552,domesticated animal
P313090,domesticated animal
P362912,domesticated animal
P388197,domesticated animal
P414565,domesticated animal
P211666,domesticated animal
P211663,domesticated animal
P211951,domesticated animal
P212017,domesticated animal
P235949,domesticated animal
P235934,domesticated animal
P235926,domesticated animal
P248623,domesticated animal
P330484,domesticated animal
P330538,domesticated animal
P330622,domesticated animal
P330632,domesticated animal
P330634,domesticated animal
P330683,domesticated animal
P330679,domesticated animal
P330694,domesticated animal
P381748,domesticated animal
P101843,domesticated animal
P101020,domesticated animal
P406699,domesticated animal
P461508,domesticated animal
P145438,domesticated animal
P143168,domesticated animal
P272559,domesticated animal
P416503,domesticated animal
P211593,domesticated animal
P211956,domesticated animal
P212010,domesticated animal
P212209,domesticated animal
P211953,domesticated animal
P212318,domesticated animal
P212313,domesticated animal
P212312,domesticated animal
P212306,domesticated animal
P212317,domesticated animal
P212300,domesticated animal
P212291,domesticated animal
P212302,domesticated animal
P212311,domesticated animal
P212316,domesticated animal
P212324,domesticated animal
P212325,domesticated animal
P212190,domesticated animal
P430330,domesticated animal
P430650,domesticated animal
P212299,domesticated animal
P212309,domesticated animal
P101018,domesticated animal
P101266,domesticated animal
P104784,leather object
P110441,leather object
P113656,leather object
P113699,leather object
P113914,leather object
P117445,leather object
P123564,leather object
P125767,leather object
P126613,leather object
P126654,leather object
P129753,leather object
P130904,leather object
P135194,leather object
P144136,leather object
P200381,leather object
P332396,leather object
P100673,precious object
P100678,precious object
P100768,precious object
P100776,precious object
P100786,precious object
P100814,precious object
P101265,precious object
P101417,precious object
P101552,precious object
P102169,precious object
P102360,precious object
P102371,precious object
P102827,precious object
P102855,precious object
P103367,precious object
P103370,precious object
P103494,precious object
P103541,precious object
P103602,precious object
P103799,precious object
P104018,precious object
P104232,precious object
P104552,precious object
P104710,precious object
P105232,precious object
P105233,precious object
P106220,precious object
P107804,precious object
P107874,precious object
P107887,precious object
P107967,precious object
P109268,precious object
P104739,precious object
P111766,precious object
P112429,precious object
P112971,precious object
P113470,precious object
P113747,precious object
P114314,precious object
P116199,precious object
P117023,precious object
P117096,precious object
P117337,precious object
P118460,precious object
P122860,precious object
P123480,precious object
P123506,precious object
P124925,precious object
P125019,precious object
P125021,precious object
P125047,precious object
P125058,precious object
P125519,precious object
P125638,precious object
P125639,precious object
P125915,precious object
P125934,precious object
P125951,precious object
P125958,precious object
P126270,precious object
P126271,precious object
P126293,precious object
P126360,precious object
P126627,precious object
P127627,precious object
P128860,precious object
P130535,precious object
P130926,precious object
P131609,precious object
P131654,precious object
P131664,precious object
P134034,precious object
P134042,precious object
P134044,precious object
P134045,precious object
P134048,precious object
P135152,precious object
P135153,precious object
P136315,precious object
P142349,precious object
P143964,precious object
P144356,precious object
P144782,precious object
P145045,precious object
P145062,precious object
P200373,precious object
P201042,precious object
P299073,precious object
P291868,precious object
P303352,precious object
P303724,precious object
P320523,precious object
P323429,precious object
P323430,precious object
P332066,precious object
P332169,precious object
P378619,precious object
P293217,precious object
P480795,precious object
P332344,precious object
P332345,precious object
P332357,precious object
P131054,precious object
P108696,precious object
P212170,precious object
P100811,wool
P100816,wool
P101447,wool
P101450,wool
P101461,wool
P102362,wool
P102625,wool
P103489,wool
P106139,wool
P106170,wool
P107770,wool
P109180,wool
P113639,wool
P113714,wool
P113830,wool
P113838,wool
P118452,wool
P122205,wool
P122640,wool
P122691,wool
P123360,wool
P123385,wool
P123426,wool
P124421,wool
P125523,wool
P125617,wool
P125625,wool
P125860,wool
P125956,wool
P126502,wool
P127582,wool
P128114,wool
P130533,wool
P131586,wool
P131642,wool
P136177,wool
P142849,wool
P143454,wool
P210515,wool
P212018,wool
P290677,wool
P303728,wool
P332286,wool
P332362,wool
P332370,wool
P388707,wool
P248637,wool
P330384,wool
P211803,wool
P100564,unknown
P100819,unknown
P102166,unknown
P102363,unknown
P103075,unknown
P104484,unknown
P105230,unknown
P106217,unknown
P107719,unknown
P107905,unknown
P113906,unknown
P115901,unknown
P116207,unknown
P124269,unknown
P124313,unknown
P125077,unknown
P125636,unknown
P125962,unknown
P126300,unknown
P126341,unknown
P126443,unknown
P126448,unknown
P129588,unknown
P130501,unknown
P135111,unknown
P135244,unknown
P143945,unknown
P145820,unknown
P145848,unknown
P209822,unknown
P292556,unknown
P303433,unknown
P320534,unknown
P321015,unknown
P361759,unknown
